nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Rogers,Gabriela,44,175.0,60.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2269,,1.0,0.58,2022-09-18,555.0,657.91,40000.0
Jordan,Jamie,71,160.1,94.4,F,non,bac+2,Bretagne,non,oui,2703,,,0.31,2020-04-21,,,
Phillips,Ann,23,172.0,76.9,F,oui,bac+2,Île-de-France,oui,non,1973,célibataire,3.0,0.99,2024-01-23,517.0,,
Salinas,Ronald,51,156.2,45.1,H,non,master,Occitanie,oui,oui,2032,,,0.42,2021-09-02,,10000.0,
Wright,James,19,173.8,78.6,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3389,,,0.68,2023-08-02,,10000.0,
Johnson,Joshua,71,171.5,79.6,F,oui,aucun,Normandie,non,oui,2411,,,0.24,2025-02-18,642.0,5000.0,40000.0
Mcclain,Jocelyn,59,171.3,55.3,H,non,master,Normandie,oui,non,3052,célibataire,2.0,0.34,2023-04-23,488.0,510.22,40000.0
Shea,Denise,61,166.2,83.1,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,4807,veuf,,0.99,2021-10-03,,1131.46,
Chen,Margaret,36,162.5,78.5,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,500,marié,2.0,0.97,2023-08-18,405.0,5000.0,40000.0
Williams,Shannon,56,176.6,54.0,H,oui,bac+2,Hauts-de-France,non,oui,3098,marié,3.0,0.84,2020-08-07,,1191.16,
Zimmerman,Dana,43,163.2,76.0,H,non,bac+2,Hauts-de-France,non,oui,3953,marié,,0.2,2024-06-05,573.0,763.77,40000.0
Mcgrath,Tracey,35,160.9,77.8,H,oui,doctorat,Bretagne,oui,non,2628,veuf,,0.28,2021-12-01,835.0,,
Williams,Anthony,43,159.8,54.4,H,non,doctorat,Bretagne,non,non,1464,veuf,,0.14,2020-12-12,570.0,10000.0,40000.0
Moore,Mary,48,177.6,71.3,F,non,doctorat,Corse,non,oui,3601,marié,,0.32,2020-11-30,,10000.0,
Rubio,Lisa,37,158.2,85.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2896,,5.0,0.44,2023-03-08,612.0,,
Peterson,David,37,158.0,48.1,H,oui,master,Île-de-France,oui,oui,4516,divorcé,4.0,0.53,2023-12-03,,1070.49,
Frazier,Karen,63,172.7,104.1,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,4320,,,0.58,2022-09-28,387.0,,
Hudson,Kelly,48,166.9,78.1,H,non,aucun,Normandie,oui,oui,500,divorcé,1.0,0.83,2025-01-18,,10000.0,
Hall,April,25,165.7,75.2,F,non,bac+2,Île-de-France,non,oui,3775,divorcé,,0.35,2022-03-14,,5000.0,
Bradford,Joshua,19,168.4,64.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,500,divorcé,,0.05,2023-04-18,625.0,1759.57,40000.0
Baker,Stephanie,71,173.6,49.0,H,non,aucun,Normandie,oui,non,2735,célibataire,0.0,0.25,2023-12-04,,,
Ryan,Brett,69,159.9,64.9,H,oui,aucun,Corse,non,non,3980,veuf,,0.49,2023-12-17,752.0,862.85,40000.0
Snow,Mark,31,157.0,46.5,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,1832,célibataire,3.0,0.05,2023-11-05,732.0,10000.0,40000.0
Sullivan,Christopher,63,182.0,88.2,F,oui,aucun,Île-de-France,non,oui,2990,divorcé,5.0,0.33,2021-11-02,,5000.0,
Sanchez,Jared,28,182.7,54.1,F,non,doctorat,Bretagne,non,non,3151,marié,2.0,0.38,2021-02-07,,10000.0,
Williams,Tyler,34,179.6,76.8,H,oui,bac,Occitanie,non,non,2451,divorcé,4.0,0.02,2024-01-10,587.0,,
Patterson,Jesse,40,167.2,65.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,5786,,,0.58,2020-03-08,,10000.0,
Scott,Ashley,24,176.3,68.6,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,827,divorcé,4.0,0.82,2024-12-23,,,
Adams,Jennifer,53,180.0,63.0,F,oui,doctorat,Bretagne,non,non,670,,4.0,0.08,2024-06-06,,10000.0,
Newton,Danny,44,165.6,67.8,F,oui,bac,Île-de-France,non,oui,1311,veuf,2.0,0.3,2021-11-13,605.0,,
Clay,Gabriel,24,184.8,49.4,H,oui,bac+2,Normandie,oui,oui,3586,célibataire,,0.42,2020-07-11,526.0,,
Lee,Whitney,61,177.8,83.0,F,oui,aucun,Normandie,non,oui,2983,célibataire,,0.24,2024-10-09,,,
Rodriguez,James,64,171.2,93.4,F,non,master,Corse,non,non,4084,,,0.94,2023-08-27,,1005.07,
Hood,David,30,182.1,76.6,F,non,bac+2,Hauts-de-France,non,oui,2979,marié,3.0,0.08,2021-11-28,,10000.0,
Mullins,Kendra,41,193.1,86.2,F,oui,doctorat,Bretagne,oui,non,1617,,,0.95,2021-06-13,,10000.0,
Paul,Eric,37,170.6,68.2,F,non,master,Île-de-France,oui,oui,2667,,,1.0,2021-11-04,437.0,749.01,40000.0
Garcia,Robert,69,167.3,96.0,F,oui,master,Corse,oui,non,3656,,,0.31,2022-07-29,731.0,10000.0,40000.0
Hernandez,Zachary,65,177.8,43.7,H,oui,master,Auvergne-Rhône-Alpes,non,non,2685,célibataire,,0.6,2020-04-22,664.0,10000.0,40000.0
Novak,Brian,28,187.5,46.3,H,oui,aucun,Normandie,oui,non,598,marié,1.0,0.34,2020-07-23,452.0,671.4,40000.0
Sanchez,Anna,63,147.8,80.0,F,non,bac,Île-de-France,non,oui,1718,veuf,,0.56,2023-09-24,,5000.0,
Wang,Michael,43,170.7,70.9,F,oui,aucun,Occitanie,oui,oui,998,marié,0.0,0.62,2022-10-12,372.0,1000.98,40000.0
Arnold,Michael,46,181.8,78.9,F,oui,master,Corse,non,non,2815,divorcé,,0.39,2020-02-29,745.0,,
Ortiz,Joseph,41,161.1,62.6,F,oui,bac+2,Île-de-France,oui,oui,1607,marié,5.0,0.89,2024-08-17,323.0,10000.0,40000.0
Adams,Dawn,20,148.5,49.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,957,célibataire,5.0,0.25,2022-03-06,,10000.0,
Hammond,Sarah,23,147.9,69.2,H,non,bac,Hauts-de-France,non,non,2622,veuf,5.0,0.44,2024-08-10,736.0,,
Hines,Nancy,37,177.0,70.6,F,non,aucun,Corse,oui,oui,3478,marié,,0.79,2023-08-12,612.0,10000.0,40000.0
Cruz,Craig,69,163.8,52.7,H,oui,doctorat,Normandie,non,non,1064,marié,1.0,0.0,2023-01-30,,858.83,
Bowman,David,19,180.0,96.8,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,2882,divorcé,2.0,0.07,2023-06-16,,5000.0,
Clark,Anna,64,176.4,97.0,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2509,célibataire,3.0,0.4,2021-01-25,768.0,5000.0,40000.0
Carrillo,Lisa,66,167.0,80.3,H,non,master,Normandie,oui,oui,1523,veuf,,0.05,2025-05-16,512.0,,
Rivera,Michael,54,168.6,89.3,H,non,master,Bretagne,non,oui,2732,marié,,0.72,2020-07-25,,,
Nguyen,Jacob,67,179.5,67.9,F,oui,master,Bretagne,oui,oui,2459,célibataire,,0.16,2022-10-05,,735.97,
Mendoza,Megan,19,175.8,79.1,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2754,veuf,,0.4,2020-05-22,340.0,5000.0,40000.0
Benton,Sierra,21,173.5,84.1,H,non,bac+2,Occitanie,oui,non,500,veuf,5.0,0.53,2025-04-27,839.0,10000.0,40000.0
Hutchinson,Taylor,18,159.9,80.0,F,oui,bac+2,Île-de-France,non,oui,2628,célibataire,,0.58,2021-09-26,518.0,,
Perez,Breanna,23,161.8,60.8,F,oui,master,Île-de-France,non,non,2291,divorcé,1.0,0.64,2023-12-25,,,
Hill,Ashley,72,167.5,75.9,F,oui,master,Île-de-France,non,oui,2864,,5.0,0.53,2023-02-06,,10000.0,
Campbell,Cory,65,183.8,64.9,F,non,aucun,Normandie,non,oui,4805,marié,,0.35,2023-12-15,,,
Stevenson,Mark,53,177.1,84.9,F,oui,bac+2,Île-de-France,non,oui,2741,divorcé,0.0,0.83,2025-02-04,,10000.0,
Rivera,Greg,38,164.9,56.8,F,non,doctorat,Bretagne,non,oui,1657,divorcé,2.0,0.97,2024-11-28,,10000.0,
Johnson,Nicholas,46,164.0,72.7,F,non,doctorat,Bretagne,oui,oui,3054,célibataire,1.0,0.22,2021-08-26,,460.33,
Ferguson,Joshua,29,164.5,69.6,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,3149,veuf,5.0,0.7,2025-04-19,805.0,10000.0,40000.0
Jacobson,Tom,54,162.7,82.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3077,divorcé,2.0,0.74,2022-09-29,779.0,10000.0,40000.0
Sherman,Gregg,46,173.9,72.2,F,oui,aucun,Île-de-France,oui,non,4036,célibataire,,0.49,2020-09-05,359.0,1278.14,40000.0
Sherman,Stephanie,31,158.5,74.4,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,1363,divorcé,,0.46,2021-04-13,627.0,5000.0,40000.0
Dyer,Ariel,28,185.8,64.9,H,non,bac,Normandie,non,non,1782,marié,1.0,0.26,2024-08-17,,,
Romero,Mark,22,162.6,59.3,F,oui,aucun,Corse,oui,oui,2907,célibataire,4.0,0.5,2024-05-18,,782.22,
Jackson,Tyler,19,164.0,74.3,F,oui,doctorat,Occitanie,non,oui,2795,,0.0,0.85,2023-12-27,,,
Rasmussen,Jimmy,36,159.2,59.1,H,non,doctorat,Île-de-France,oui,non,2529,célibataire,5.0,0.78,2021-09-28,822.0,,
Flores,David,60,176.7,70.5,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2796,célibataire,5.0,0.72,2024-05-31,,,
Benjamin,Tyrone,20,162.3,80.0,F,non,doctorat,Île-de-France,oui,oui,1829,veuf,,0.21,2021-05-30,,5000.0,
Smith,Brandon,62,169.0,65.2,F,non,master,Bretagne,non,non,2895,divorcé,3.0,0.97,2021-07-29,667.0,5000.0,40000.0
Walker,Jessica,39,167.1,64.8,H,non,master,Île-de-France,oui,oui,2896,célibataire,,0.26,2020-08-30,,5000.0,
Woods,Grant,25,179.9,96.6,H,oui,master,Bretagne,oui,oui,1225,célibataire,,0.39,2024-03-19,,382.46,
Garcia,Marco,62,176.8,79.5,F,non,bac+2,Normandie,non,oui,4033,célibataire,0.0,0.52,2022-08-05,,768.34,
Morgan,Jeremiah,44,189.0,67.1,F,non,master,Normandie,oui,oui,2044,divorcé,,0.17,2023-08-19,660.0,5000.0,40000.0
Adams,Steven,48,165.1,60.2,F,oui,bac,Occitanie,oui,oui,2518,célibataire,,0.49,2023-04-15,,5000.0,
Shields,James,32,147.6,79.1,H,non,bac,Occitanie,oui,non,5434,,1.0,0.13,2020-05-13,716.0,,
Patel,Kyle,18,180.8,49.0,F,oui,master,Bretagne,oui,non,500,célibataire,,0.51,2023-11-26,374.0,322.17,40000.0
Patterson,Ashley,36,173.0,48.3,H,non,bac+2,Hauts-de-France,non,oui,3902,veuf,,0.85,2021-10-07,,1051.59,
Sparks,Roger,24,166.2,87.0,H,oui,master,Normandie,oui,oui,2687,,,0.19,2021-07-24,436.0,10000.0,40000.0
Escobar,Julie,62,166.3,48.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,3044,veuf,,0.17,2022-10-06,,468.12,
Hunter,Michelle,31,156.0,38.8,H,non,aucun,Normandie,oui,oui,500,,,0.82,2024-12-12,828.0,871.65,40000.0
Powers,Aaron,39,167.8,46.8,H,non,bac+2,Normandie,oui,oui,1230,veuf,,0.07,2022-04-01,,10000.0,
Hernandez,David,65,155.3,92.7,H,oui,master,Bretagne,oui,oui,3423,divorcé,5.0,0.64,2023-12-18,,5000.0,
Black,Kimberly,57,159.9,66.3,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2768,veuf,,0.38,2021-08-11,,864.38,
Sims,Margaret,23,185.1,76.2,F,oui,aucun,Corse,oui,non,1494,,4.0,0.99,2021-11-14,832.0,5000.0,40000.0
Washington,Timothy,20,166.5,70.2,H,non,master,Normandie,oui,non,1616,marié,1.0,0.7,2021-02-16,,,
Rush,Kimberly,37,163.6,59.6,F,non,aucun,Île-de-France,non,oui,2351,,,0.29,2020-08-14,,,
Villarreal,Charles,19,161.6,78.9,H,non,bac+2,Bretagne,oui,oui,1804,célibataire,,0.55,2025-01-12,553.0,10000.0,40000.0
Marquez,Donna,31,184.8,54.5,H,non,aucun,Bretagne,oui,non,2371,,4.0,0.29,2022-08-14,,1073.6,
Berg,Vanessa,68,173.3,95.2,H,non,master,Île-de-France,non,non,1733,veuf,,0.33,2024-12-03,,,
Petty,Michael,22,173.0,65.4,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,3034,marié,,0.71,2023-02-03,,929.42,
Gonzalez,Sandra,31,165.0,53.2,F,oui,master,Corse,non,oui,3191,divorcé,2.0,0.13,2021-07-17,,5000.0,
Browning,Matthew,20,170.0,98.1,F,non,bac,Provence-Alpes-Côte d’Azur,oui,non,2463,marié,1.0,0.9,2021-08-30,,1134.61,
Adkins,Julian,71,165.0,92.7,H,oui,aucun,Normandie,non,non,2510,divorcé,,0.32,2025-05-07,379.0,,
Gray,Cindy,61,164.1,76.6,H,oui,master,Occitanie,oui,non,3157,veuf,4.0,0.16,2022-04-25,,5000.0,
Mcbride,Barry,46,177.5,72.0,F,oui,bac,Hauts-de-France,non,oui,2843,,,0.7,2024-12-11,,5000.0,
Schmidt,Andrea,26,158.5,53.9,F,non,master,Hauts-de-France,oui,oui,2427,marié,,0.81,2023-01-19,452.0,5000.0,40000.0
Jackson,David,35,151.5,94.8,H,oui,doctorat,Normandie,non,oui,4579,divorcé,,0.22,2023-09-23,,5000.0,
Norris,Jessica,38,173.5,63.0,H,non,master,Île-de-France,non,oui,1298,divorcé,0.0,0.06,2021-09-29,776.0,,
Roberts,Joseph,69,162.9,62.4,F,oui,bac,Île-de-France,oui,non,2172,divorcé,3.0,0.71,2024-02-29,,5000.0,
Holmes,Kyle,43,186.7,77.0,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,2641,veuf,,0.92,2024-02-02,,5000.0,
Williams,Wayne,42,164.9,65.0,H,oui,aucun,Normandie,non,oui,3403,veuf,3.0,0.33,2021-09-28,,5000.0,
Johnson,Ashley,62,152.0,99.4,H,non,doctorat,Normandie,oui,non,1807,divorcé,2.0,0.96,2024-09-27,,5000.0,
Torres,Krista,38,167.9,75.6,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1441,marié,,0.9,2020-02-27,,10000.0,
Rogers,Allison,57,182.5,84.2,F,non,doctorat,Occitanie,non,non,3913,,3.0,0.24,2021-04-06,510.0,10000.0,40000.0
Garcia,Sarah,45,172.5,68.3,F,non,doctorat,Occitanie,oui,non,2679,divorcé,,0.83,2024-01-04,608.0,5000.0,40000.0
Herrera,Sabrina,46,155.9,81.7,H,oui,aucun,Île-de-France,non,oui,2127,veuf,4.0,0.8,2021-10-02,,,
Stewart,Angela,40,174.8,69.9,H,oui,bac+2,Occitanie,oui,oui,2882,,3.0,0.91,2024-10-03,,10000.0,
Wu,Lisa,20,175.7,77.5,F,oui,aucun,Corse,oui,non,2096,veuf,0.0,0.86,2020-02-04,,10000.0,
Brown,Jeremy,70,175.4,78.3,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2238,marié,4.0,0.32,2024-02-15,645.0,10000.0,40000.0
Thompson,Lori,23,163.3,93.8,H,non,doctorat,Corse,non,oui,984,marié,3.0,0.6,2022-03-14,,10000.0,
Barajas,Charles,54,180.0,69.7,F,oui,bac+2,Corse,oui,non,1467,célibataire,,0.58,2020-10-03,321.0,,
Taylor,Michael,21,165.7,76.0,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,1275,marié,,0.31,2021-05-23,799.0,5000.0,40000.0
Green,Connor,26,166.6,64.4,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,2319,,,0.18,2020-12-22,,860.26,
Morris,Traci,61,172.7,105.5,H,oui,master,Hauts-de-France,non,oui,2771,veuf,,0.5,2025-05-02,,750.46,
Murphy,Alexandra,61,161.9,78.9,F,non,doctorat,Hauts-de-France,oui,oui,1315,,,0.94,2023-11-16,454.0,10000.0,40000.0
Friedman,Mary,32,167.6,62.9,F,non,bac+2,Île-de-France,non,non,1219,veuf,,0.31,2023-06-04,411.0,10000.0,40000.0
Clark,Barbara,70,170.6,80.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,4428,divorcé,,0.4,2022-11-12,493.0,638.11,40000.0
Wilson,Rita,50,181.0,92.1,H,oui,doctorat,Corse,oui,oui,1755,divorcé,,0.89,2021-06-07,,5000.0,
Moore,Toni,64,162.6,62.0,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2676,veuf,,0.33,2023-11-13,,561.58,
Martin,Gregory,51,172.3,80.6,H,oui,bac,Normandie,oui,non,3365,divorcé,,0.04,2020-03-19,554.0,5000.0,40000.0
Chavez,William,65,158.9,67.9,F,oui,bac,Hauts-de-France,non,non,4539,veuf,,0.34,2020-09-11,579.0,5000.0,40000.0
Perez,Omar,20,176.1,41.3,F,non,bac,Hauts-de-France,oui,oui,4262,marié,,0.41,2025-05-20,401.0,1197.1,40000.0
Henderson,Aaron,27,155.4,82.0,F,non,bac,Île-de-France,oui,non,2850,veuf,4.0,0.61,2023-06-06,,5000.0,
Yates,Brittany,65,180.7,82.2,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,1053,divorcé,1.0,0.9,2022-09-17,646.0,878.14,40000.0
Diaz,Sara,53,180.5,83.4,F,oui,doctorat,Occitanie,non,oui,1535,,,0.03,2024-09-18,608.0,10000.0,40000.0
Wise,Diana,20,163.9,63.0,H,oui,master,Île-de-France,non,oui,3478,,,0.47,2024-07-28,,,
Lynch,Tracy,70,170.7,89.1,F,non,bac+2,Normandie,oui,oui,2318,célibataire,2.0,0.23,2024-03-14,,385.33,
Greene,Jonathan,23,162.5,80.6,H,oui,master,Hauts-de-France,non,oui,2821,marié,4.0,0.95,2022-09-23,379.0,,
Hicks,Scott,38,166.0,69.7,F,oui,doctorat,Bretagne,oui,oui,2083,,,0.88,2024-09-13,,5000.0,
Howe,Raven,23,178.0,71.1,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,3248,marié,0.0,0.81,2022-04-25,331.0,1199.08,40000.0
Jones,Rebecca,62,183.4,66.7,H,oui,bac,Normandie,oui,non,500,veuf,,0.01,2020-04-09,533.0,,
Rivera,Austin,26,171.1,52.2,H,oui,aucun,Occitanie,non,oui,2799,,2.0,0.43,2022-04-09,,5000.0,
Jensen,Tanya,25,168.9,81.2,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1479,divorcé,,0.65,2021-07-30,,,
Crawford,Tara,27,150.0,65.4,F,oui,bac+2,Occitanie,oui,oui,3070,divorcé,4.0,0.83,2024-12-12,,772.18,
Avila,Thomas,68,183.8,66.2,H,oui,aucun,Corse,non,non,2770,,,0.45,2021-09-21,759.0,5000.0,40000.0
Clark,Natalie,30,175.3,50.3,F,non,doctorat,Île-de-France,oui,oui,3450,célibataire,,0.24,2023-04-08,643.0,464.58,40000.0
Jackson,Michael,44,184.2,48.2,H,oui,doctorat,Île-de-France,oui,non,4760,célibataire,1.0,0.81,2025-05-17,739.0,5000.0,40000.0
Johnson,Cathy,52,165.1,76.2,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2407,marié,,0.04,2023-02-19,,,
Mercer,Taylor,20,161.2,88.1,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,4366,veuf,2.0,0.51,2023-11-25,,768.16,
Allen,Dennis,23,178.9,71.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2669,veuf,,0.41,2023-02-25,,10000.0,
Anderson,Mathew,66,164.3,70.0,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,2825,marié,,0.03,2022-02-17,823.0,,
Patrick,Michelle,38,183.1,56.6,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4113,célibataire,,0.54,2025-02-13,,10000.0,
Myers,Evan,75,181.8,97.5,H,non,aucun,Hauts-de-France,oui,oui,3193,divorcé,,0.88,2023-10-30,,898.63,
Quinn,Cheryl,72,168.8,76.9,H,non,aucun,Hauts-de-France,non,oui,2713,marié,2.0,0.39,2020-01-12,,5000.0,
Stanley,Lindsey,34,168.9,58.9,F,oui,bac,Occitanie,oui,oui,3728,célibataire,,0.48,2023-05-02,492.0,10000.0,40000.0
Thomas,Bruce,36,145.9,79.3,F,non,bac+2,Occitanie,non,non,2953,,,0.55,2023-01-06,602.0,513.44,40000.0
Maxwell,Richard,47,170.6,77.0,F,oui,master,Corse,non,non,3534,marié,3.0,0.01,2020-12-21,720.0,5000.0,40000.0
Roberts,Jack,56,157.4,48.6,F,oui,bac,Auvergne-Rhône-Alpes,non,non,2975,célibataire,,0.87,2021-03-15,,360.09,
Pitts,Stacy,60,169.8,90.2,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3099,,,0.95,2022-11-11,,5000.0,
Jimenez,Harry,19,180.2,84.1,F,non,doctorat,Hauts-de-France,non,oui,2105,,5.0,0.99,2022-04-28,635.0,,
Hernandez,Dennis,50,162.5,56.2,H,non,bac,Corse,non,non,4475,veuf,0.0,0.06,2024-01-31,711.0,,
Soto,Laurie,20,176.1,66.9,H,oui,master,Hauts-de-France,non,non,3587,,,0.15,2020-05-20,752.0,,
Richardson,Philip,21,167.5,75.8,F,oui,bac+2,Normandie,oui,non,1516,célibataire,4.0,0.81,2021-01-06,460.0,486.35,40000.0
Clarke,Roberto,67,185.4,87.9,H,oui,aucun,Normandie,oui,non,1442,veuf,,0.09,2020-06-19,627.0,,
Martin,Gerald,61,177.5,56.0,H,oui,master,Normandie,oui,oui,2918,divorcé,,0.55,2023-12-18,,694.9,
Owens,April,57,180.0,55.2,H,oui,bac+2,Hauts-de-France,oui,non,3130,veuf,1.0,0.71,2023-04-22,,,
Smith,Justin,46,177.6,80.5,H,non,doctorat,Occitanie,oui,oui,3811,divorcé,,0.72,2023-04-02,,,
Holmes,Allen,43,146.9,63.1,F,oui,doctorat,Hauts-de-France,non,oui,4210,célibataire,,0.34,2025-04-23,651.0,,
Clark,James,20,173.1,70.5,H,non,aucun,Normandie,oui,oui,3139,marié,5.0,0.18,2022-01-25,,10000.0,
Campbell,Mark,61,167.9,60.9,H,non,master,Corse,oui,oui,2753,veuf,1.0,0.97,2024-12-19,,1041.68,
White,Julia,23,173.3,51.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3117,divorcé,,0.32,2022-11-20,666.0,,
Miller,Cristian,74,168.4,59.0,F,non,master,Bretagne,oui,oui,3121,célibataire,3.0,0.6,2021-02-01,348.0,,
Bruce,Jennifer,42,153.8,89.9,H,non,master,Auvergne-Rhône-Alpes,oui,oui,3950,divorcé,,0.2,2023-04-21,513.0,10000.0,40000.0
Foster,Connie,19,170.4,96.0,H,oui,bac+2,Normandie,oui,oui,4092,marié,3.0,0.47,2021-08-03,463.0,10000.0,40000.0
Blair,Amanda,57,164.2,86.9,H,oui,doctorat,Occitanie,non,non,1841,,2.0,0.95,2021-01-12,834.0,,
Johnston,Matthew,38,170.9,60.7,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1576,,,0.71,2025-04-16,,866.29,
Phillips,Joseph,21,156.2,46.8,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2474,veuf,,0.46,2020-11-28,767.0,10000.0,40000.0
Johnson,Connie,50,157.5,48.3,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,1967,,4.0,0.96,2021-11-30,534.0,,
Ryan,Calvin,57,168.6,75.8,H,non,master,Normandie,oui,oui,3815,,1.0,0.52,2024-10-17,725.0,,
Franklin,Shari,27,178.3,67.3,H,non,bac+2,Bretagne,oui,oui,3200,,2.0,0.84,2025-05-05,835.0,10000.0,40000.0
Glass,Samantha,60,192.0,64.3,F,non,aucun,Corse,oui,oui,3149,célibataire,,0.54,2022-02-26,,5000.0,
Clark,Christopher,20,170.1,50.3,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,3512,marié,4.0,0.66,2024-02-11,,5000.0,
Lopez,Megan,33,174.6,76.7,F,oui,master,Auvergne-Rhône-Alpes,oui,non,2091,,,0.21,2021-09-16,,10000.0,
Fisher,Joseph,42,181.0,65.5,F,non,doctorat,Corse,non,oui,2898,veuf,5.0,0.11,2020-07-27,347.0,10000.0,40000.0
Nguyen,Taylor,68,175.7,67.1,H,non,master,Hauts-de-France,oui,oui,500,veuf,5.0,0.86,2021-11-02,805.0,599.33,40000.0
Chavez,Heather,71,185.9,105.8,H,non,bac+2,Hauts-de-France,non,non,1681,,5.0,0.29,2023-11-19,554.0,1427.45,40000.0
Watts,Jack,23,187.3,78.0,F,oui,bac+2,Hauts-de-France,oui,oui,2090,,3.0,0.43,2020-08-29,,378.07,
Johnson,Martin,51,171.7,59.4,H,non,aucun,Normandie,non,non,3055,célibataire,4.0,0.96,2020-05-16,,,
Jones,Jennifer,38,176.5,97.6,H,oui,aucun,Île-de-France,oui,non,3130,marié,,0.31,2025-03-30,,658.53,
Ross,Karen,57,181.0,80.0,F,non,bac,Hauts-de-France,oui,non,3323,divorcé,3.0,0.3,2024-09-04,,,
Coleman,Bailey,30,159.2,58.9,F,oui,aucun,Normandie,oui,oui,657,divorcé,,0.45,2021-06-19,369.0,10000.0,40000.0
Wilson,John,27,175.4,54.8,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3408,,,0.94,2023-05-21,,,
Rivas,Brandy,30,169.6,67.0,F,non,bac,Normandie,oui,non,2097,,3.0,0.15,2023-11-10,403.0,10000.0,40000.0
Mendez,Taylor,32,166.3,41.8,H,oui,bac,Occitanie,non,oui,2773,marié,1.0,0.62,2025-03-11,,5000.0,
Peterson,Joe,44,168.6,39.7,F,oui,aucun,Île-de-France,oui,oui,4240,marié,,0.16,2022-01-28,,,
Marsh,Amanda,56,165.1,70.8,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2844,marié,4.0,0.14,2023-11-18,,5000.0,
Lee,Diana,64,177.6,57.3,H,oui,bac,Hauts-de-France,non,oui,2531,marié,,0.27,2021-04-24,,1253.77,
Chapman,Jennifer,59,163.7,58.3,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1413,divorcé,2.0,0.56,2020-08-12,,5000.0,
Alexander,Paul,46,165.5,92.0,F,non,doctorat,Normandie,oui,non,723,divorcé,,0.85,2024-12-28,,5000.0,
Hughes,Megan,42,180.1,51.4,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4096,divorcé,3.0,0.15,2020-10-01,,950.31,
Hardin,Kayla,62,163.5,97.4,F,non,aucun,Corse,non,oui,1036,,,0.6,2022-01-15,420.0,10000.0,40000.0
Mcfarland,Zachary,75,178.7,61.2,H,oui,master,Île-de-France,non,oui,3081,divorcé,,0.14,2024-01-02,,10000.0,
White,Brittany,42,178.9,66.6,H,non,bac,Occitanie,oui,oui,1464,,5.0,0.01,2020-09-29,420.0,,
Dunn,Mary,20,161.3,65.3,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2680,,0.0,0.77,2023-07-03,,,
Young,Judy,59,179.6,72.8,H,non,doctorat,Bretagne,non,non,3454,veuf,,0.59,2020-05-02,,1017.49,
